OBS_ID	X	Y	Z	LAYER	ME	ME^2
200.1458_1	708938.6	6175523	-19.2396125793457	10	5.92626378392638	35.1206024366775	
200.1459_1	701070	6173212	-16.1640472412109	10	7.09068365539551	50.277794700893	
200.153_1	718178	6176764	-26.1248245239258	10	-1.12108905833435	1.256840676717	
200.1584_1	701617	6185807	-27.2108707427979	10	2.58596542689133	6.68721718907725	
200.1590_1	700948	6186902	-24.0650959014893	10	2.73092432455444	7.45794766644313	
200.1597_1	700927	6186063	-23.9695301055908	10	3.51687409602356	12.3684034072815	
200.173B_1	709490	6180203	-20.2487564086914	10	2.98206319625855	8.89270090647973	
200.176_1	706018	6186453	-60.4941024780273	10	-3.2290393210144	10.4266949366572	
200.1998_1	710338	6174554	-14.4115028381348	10	-3.40120008013916	11.5681619851386	
200.199_1	717208	6180130	-38.9354877471924	10	3.60444016525269	12.9919889048868	
200.2005_1	708442	6176936	-27.2578792572021	10	5.78675843835449	33.4865732238669	
200.2069_1	706980	6175980	-24.7133541107178	10	6.0590852268219	36.7125137858914	
200.2238_1	710464	6177164.5	-18.5501403808594	10	6.23146991861153	38.8312173465604	
200.233_1	711354	6183256	-25.5522747039795	10	5.65271391259765	31.9531745776751	
200.242A_1	716742.62	6185208.95	-35.129467010498	10	4.10964778984826	16.8892049566047	
200.242G_1	716806.28	6185294.9	-35.129467010498	10	-0.84393704552353	0.712229736806985	
200.242H_1	716824.65	6185361.3	-35.129467010498	10	3.85657799123842	14.8731938025046	
200.242I_1	716773.65	6185198.86	-35.129467010498	10	4.06410508648304	16.5169501539773	
200.242K_1	717057.12	6185297.37	-35.2297496795654	10	5.26054440189824	27.673327404343	
200.242L_1	717243.56	6185354.82	-35.2297496795654	10	5.35137601047091	28.6372252054435	
200.2486_1	717350	6175984	-20.0647315979004	10	5.05576437492371	25.5607534147477	
200.264_1	709347	6181285	-23.8183708190918	10	-0.1790258751297	0.0320502639659548	
200.2665_1	703970	6173785	-10.1061477661133	10	7.2860402545929	53.0863825915481	
200.2671_1	718086.18	6176165.92	-25.7303295135498	10	-2.13051466717689	4.53909274705584	
200.2872_1	716488.93	6181005.14	-26.013240814209	10	1.73349081447247	3.00499040386041	
200.287B_1	715122	6176176	-15.6195068359375	10	5.51393895159912	30.403522761962	
200.296B_1	717772	6185666.08	-46.3560771942139	10	5.65024223847104	31.9252373534022	
200.296C_1	717758.65	6185732.69	-46.3560771942139	10	5.55327517407095	30.8388651589528	
200.3002_1	705423	6177657	-21.4627361297607	10	2.72811577487755	7.44261568113573	
200.3003_1	705445	6177483	-22.9270076751709	10	3.2809866804409	10.7648735972306	
200.3005_1	705827	6177722	-24.662353515625	10	3.98280231629944	15.8627142907202	
200.3007_1	705008	6177939	-21.4627361297607	10	3.41996332259369	11.6961491278861	
200.3013_1	701036	6175206	-26.0561790466309	10	4.52589051422119	20.4836849467174	
200.3025_1	700497.64	6187096.62	-28.1145668029785	10	1.9883442429799	3.9535128285913	
200.3027_1	701792	6185900	-27.2108707427979	10	2.36569620170593	5.59651851876588	
200.3028_1	701174	6180453	-27.7083892822266	10	-2.61293328559875	6.8274203549899	
200.3030_1	702101	6176128	-30.2906513214111	10	7.37478213998413	54.3874116122289	
200.303_1	716661	6186445	-47.0286407470703	10	3.5773019911766	12.7970895360761	
200.3125_1	714145	6173759	-24.6630115509033	10	3.67568360433578	13.5106499591829	
200.3129_1	707865	6175773	-24.3904438018799	10	5.43182239055634	29.5046944825491	
200.3132_1	709015	6175316	-18.5009231567383	10	5.94262477256775	35.3147891875359	
200.3153_1	700930.86	6187319.03	-25.330493927002	10	2.67670864293281	7.16476915915123	
200.3159_1	699414.52	6186944.8	-23.1176204681396	10	4.54387552707447	20.6468048055463	
200.3187_1	706690	6173867	-21.6035099029541	10	7.04530824829102	49.6363683134374	
200.3189_1	701328	6184923	-50.0264701843262	10	-1.08980269789124	1.18766992033101	
200.318_1	701967	6185683	-27.2108707427979	10	2.17523113824463	4.73163050478902	
200.3193_1	704305	6173790	-8.43449211120605	10	8.78544503746033	77.1840445062363	
200.3202_1	715260	6178942	-28.0000877380371	10	-1.512078959198	2.2863827788493	
200.3205_1	700176	6173563	-13.3919944763184	10	6.3140285958252	39.8669571088983	
200.3208_1	714851	6178901	-32.2319755554199	10	-0.0873689584274295	0.00763333489669391	
200.3217_1	705412.1	6177254.5	-22.9270076751709	10	3.31114690839016	10.9636938489417	
200.3227_1	710768.17	6185129.78	-52.7908039093018	10	-3.61116497124912	13.0405124495766	
200.3232_1	706961	6179012	-25.8021812438965	10	6.75417625862122	45.6188969325225	
200.3234_1	703270	6173789	-9.03178024291992	10	5.11877681892395	26.2018761219532	
200.3251_1	700145	6174001	-20.3845252990723	10	7.52975223464966	56.6971687152115	
200.3290_1	708620	6181869	-22.8169116973877	10	8.62349491630554	74.3646645715475	
200.3339_1	703152	6174376	-11.9229526519775	10	9.78448723846435	95.7361905196718	
200.3341_1	703451	6174786	-11.4204502105713	10	7.51404347904968	56.4608494050491	
200.3344_1	717674	6177154	-26.2542629241943	10	-3.9464259296875	15.5742776185099	
200.3346_1	705632	6176281	-28.1036052703857	10	7.30291946149445	53.3326326610743	
200.3354_1	717751	6177265	-26.2542629241943	10	-5.45646940960884	29.773058417997	
200.3360_1	714951	6174656	-21.0811252593994	10	6.07475623900223	36.9026633632965	
200.3363_1	706893	6174010	-22.522876739502	10	4.07161705711365	16.5780654597788	
200.3368_1	712013	6179856	-19.4476547241211	10	6.36228861821747	40.4787164614996	
200.3371_1	715133	6180156	-26.8705940246582	10	0.466713245246886	0.21782125328888	
200.3375_1	703500	6174400	-10.6451930999756	10	7.06982054710388	49.9823625682522	
200.3389_1	711211.7	6177998.2	-18.8461170196533	10	5.98181946510783	35.782164113143	
200.3394_1	715270	6180306	-26.8705940246582	10	1.21732523986816	1.48188073962008	
200.3397_1	715565	6180290	-29.3671169281006	10	0.999605918502807	0.99921199230584	
200.3399_1	706398	6174971	-15.7824020385742	10	6.3166797913971	39.9004435870445	
200.3403_1	715529	6180141	-29.3671169281006	10	-0.496968516906739	0.246977706796483	
200.3404_1	715346	6179902	-29.4457397460938	10	-1.52844827380371	2.33615412569355	
200.3405_1	715393.37	6179614.82	-29.4457397460938	10	-1.1886495461789	1.41288774363131	
200.3417_1	702289.27	6178349.7	-19.9880619049072	10	6.71442539976316	45.0835084489847	
200.3420_1	716987	6176251	-19.3941898345947	10	6.26057246479988	39.1947675870105	
200.3428_1	717412.79	6180655.86	-32.1909694671631	10	-0.465343872081577	0.216544919283876	
200.3428_2	717412.79	6180655.86	-32.1909694671631	10	0.238456127918422	0.0568613249418468	
200.3431_1	709993.47	6186656.59	-56.0561294555664	10	-4.03664094470038	16.2944701164316	
200.3431_2	709993.47	6186656.59	-56.0561294555664	10	1.09585905529962	1.20090706908217	
200.3436_1	709191.86	6187401.93	-60.5567798614502	10	2.65742780167382	7.06192252110893	
200.3445_1	716648	6181705	-26.7067832946777	10	8.88284869567871	78.905000950321	
200.3683_1	717410.34	6181480.46	-28.3045787811279	10	6.80080119875763	46.2508969450232	
200.3727_1	704325	6178027	-28.8401565551758	10	0.720377867555618	0.518944272063979	
200.373_1	711932	6176515	-15.3717708587646	10	11.1621750716782	124.594152330793	
200.3791_1	703151	6186426	-25.5599708557129	10	2.9222055428009	8.53928523437633	
200.386_1	704737	6183402	-59.542049407959	10	-0.825468322311401	0.6813979511396	
200.387_1	702196	6186706	-33.6272525787354	10	3.08832136242676	9.53772883762147	
200.402_1	712345	6179250	-17.8014068603516	10	6.54150573730469	42.7912973111901	
200.40_1	702524	6181936	-57.891040802002	10	-3.48664020320129	12.1566599065796	
200.411_1	706762	6174059	-22.522876739502	10	6.7603633704834	45.7025129009737	
200.41K_1	714265	6173743	-24.6630115509033	10	6.85815080566406	47.0342324732306	
200.41L_1	714242	6173775	-24.6630115509033	10	7.31848101377487	53.5601643489833	
200.428_1	700742	6177155	-26.8307113647461	10	0.811523308372498	0.658570080031845	
200.4309_1	717590	6178018	-29.0666198730469	10	-1.08419825134277	1.17548584821473	
200.4348_1	716120	6185781	-42.9427528381348	10	3.33231645397186	11.1043329494116	
200.4411_1	710384.65	6174913.86	-14.4115028381348	10	6.79977730666392	46.2369714202216	
200.4425_1	707234.77	6184992.78	-51.3240623474121	10	-1.56200693623262	2.43986566883882	
200.4441_1	701123	6185727	-24.9946918487549	10	2.67619987731171	7.16204578332319	
200.4454_1	707062.7	6174622.4	-22.3274936676025	10	5.00887268615823	25.088805586142	
200.446_1	705184	6179309	-22.1218185424805	10	5.02562461665344	25.2569027875131	
200.4542_1	715138	6177536	-20.2898044586182	10	0.614161713104249	0.377194609843146	
200.4572_1	709908	6175769	-18.5431690216064	10	6.47822960837173	41.9674588587842	
200.4572_2	709908	6175769	-18.5431690216064	10	5.73122960837173	32.8469928238768	
200.4685_1	700828	6185319	-28.8754081726074	10	0.708675462326051	0.502220910903042	
200.4686_1	700834	6185314	-28.8754081726074	10	0.704122742187499	0.495788836065643	
200.4697_1	712026.19	6182936.18	-21.7846355438232	10	4.98628271696961	24.8630153335498	
200.4699_1	709084	6174414	-16.4088840484619	10	4.7457255753479	22.5219112365112	
200.469_1	702336	6176139	-30.2906513214111	10	6.54017442350769	42.7738814899041	
200.4717_1	715980.14	6184938.41	-26.3378944396973	10	8.81410150849253	77.6883854020103	
200.4815_1	718276	6173771	-26.8591861724854	10	0.106180903083801	0.0112743841796916	
200.4816_1	716873.82	6185087.86	-35.129467010498	10	5.05241466374714	25.5268939344471	
200.4819_1	716212	6175884	-17.2089366912842	10	5.85680817006683	34.3022019409616	
200.4830_1	709330	6177952	-32.0341129302979	10	6.73528282958984	45.3640347945678	
200.4890_1	710191.45	6176189.27	-18.4545555114746	10	6.58844575753579	43.4076174999913	
200.490_1	708695	6178383	-26.9099464416504	10	6.84679975679398	46.878666909634	
200.4910_1	716618	6181784	-26.7067832946777	10	6.79763184411621	46.2077986881428	
200.491_1	708873	6178054	-26.9099464416504	10	6.47328204476929	41.9033804311324	
200.492_1	709209	6178730	-22.1822738647461	10	5.03689837730408	25.3703452632885	
200.4937_1	707261.1	6174710.7	-22.3274936676025	10	5.08308234449872	25.8377261209546	
200.4938_1	707400.5	6174771.7	-22.3274936676025	10	5.06356690394145	25.6397097906912	
200.4943_1	707160.1	6174667.1	-22.3274936676025	10	5.05150022586348	25.5176545318987	
200.4944_1	712828.36	6176179	-15.085168838501	10	2.87134434436767	8.24461834393223	
200.4945_1	712778	6176324	-15.085168838501	10	3.16951681271362	10.0458368260743	
200.4946_1	712838	6176349	-15.085168838501	10	3.65733073937225	13.3760681371572	
200.4947_1	712793	6176334	-15.085168838501	10	3.66402522179413	13.4250808259435	
200.4948_1	702260	6175573	-30.7024040222168	10	7.60958508930206	57.9057852313283	
200.4959_1	716918.3	6174839.7	-19.0355682373047	10	6.49027136961599	42.1236224512571	
200.4969_1	713085	6176265	-14.7313804626465	10	6.12795416150093	37.5518222054566	
200.4970_1	711926	6175932	-14.4859390258789	10	6.90325663873291	47.65495222021	
200.4971_1	713282	6175179	-11.7259693145752	10	7.86108059432221	61.7965881104292	
200.4972_1	710697	6173592	-19.6205902099609	10	3.59400635834122	12.9168817037971	
200.5021_1	715578	6177826	-20.9775905609131	10	0.196462964447021	0.0385976963993115	
200.5022_1	717667.09	6177288.4	-26.2542629241943	10	-4.39724906375505	19.3357993286947	
200.5024_1	718178.41	6175636.82	-25.8461284637451	10	0.750924537762601	0.563887661413976	
200.5041_1	709269.25	6182801.31	-24.9122123718262	10	3.08560857700664	9.52098029049697	
200.5043_1	711098	6181379	-16.2408962249756	10	4.78158324537659	22.8635383324661	
200.5044_1	711103	6181394	-16.2408962249756	10	4.78987692106628	22.9429209189634	
200.505_1	703677	6173748	-10.1061477661133	10	7.61762805387115	58.0282571671248	
200.5091_1	712413	6175534	-13.054708480835	10	7.7862201913681	60.6252248684684	
200.5092_1	712588	6175549	-13.8427410125732	10	7.99774053184891	63.9638536147788	
200.5094_1	712343	6175569	-13.054708480835	10	8.05506898892784	64.884136416387	
200.5095_1	712298	6175574	-13.054708480835	10	8.04622869100952	64.7417961480248	
200.5096_1	712388	6175604	-13.054708480835	10	7.73459677935028	59.8239873391357	
200.5097_1	712363	6175614	-13.054708480835	10	7.8243722239151	61.2208006983741	
200.5101_1	712063	6176082	-14.2087459564209	10	6.49855522232819	42.2312199776489	
200.5102_1	712053	6176079	-14.2087459564209	10	6.38844993053055	40.8122925148958	
200.5103_2	712046	6176087	-14.2087459564209	10	6.34059945733642	40.203201478375	
200.5103_3	712046	6176087	-14.2087459564209	10	6.38059945733643	40.7120494349619	
200.5119_1	700617	6185227	-28.8754081726074	10	0.298197506828307	0.0889217530786184	
200.5120_1	700539	6185195	-28.8754081726074	10	0.206231250190735	0.0425313285552334	
200.5121_1	715422	6179419	-30.8398590087891	10	-0.614370038406371	0.377450544091445	
200.5133_1	700539	6185278	-28.8754081726074	10	0.331352002593995	0.109794149623051	
200.5134_1	700710	6185255	-28.8754081726074	10	0.349432217407227	0.122102874562131	
200.5138_4	712260	6175681	-13.054708480835	10	7.4631239601326	55.6982192443053	
200.5140_1	712683	6175595	-13.8427410125732	10	7.41525552250862	54.9860144640946	
200.5141_1	712063	6175629	-13.054708480835	10	7.36792647839737	54.286340591069	
200.5142_1	712001	6175475	-13.2394924163818	10	7.47942197809219	55.9417531263685	
200.5143_1	712793	6175387	-13.522388458252	10	7.7383583180542	59.8821894585986	
200.5144_1	711724	6175346	-13.1954002380371	10	7.74932604441834	60.0520541427003	
200.5147_1	705203	6178945	-21.3212203979492	10	2.69341255661011	7.254471200105	
200.5184_1	711984	6173876	-19.22483253479	10	5.26895798409271	27.7619182381343	
200.5185_1	712023	6173861	-19.843936920166	10	4.96279435246086	24.6293277848174	
200.5192_1	716136.1	6174549.4	-18.1898040771484	10	6.98572309921577	48.8003272189168	
200.5193_1	716201.6	6174555.7	-18.1898040771484	10	6.8068426514922	46.3331068821733	
200.5195_1	711212	6173853	-18.8620643615723	10	4.95468450198364	24.5488985141969	
200.5195_4	711212	6173853	-18.8620643615723	10	4.95468450198364	24.5488985141969	
200.5227_1	711251	6173735	-18.8620643615723	10	3.77501743080139	14.2507566028543	
200.5243_1	715966.34	6177101.01	-19.0349655151367	10	3.62061551261887	13.1088566902164	
200.5246_1	703422.51	6179265.57	-24.4996089935303	10	1.37368643547084	1.88701442299657	
200.5247_1	703343.51	6179253.34	-24.4996089935303	10	1.11010830198578	1.23234044213775	
200.528_1	700901.54	6187406.7	-25.330493927002	10	3.60596513914342	13.0029845847176	
200.5290_1	700788	6185581	-23.68577003479	10	2.68879174226379	7.22960103326597	
200.5291_1	700772	6185580	-23.68577003479	10	2.72900607025147	7.44747413146934	
200.5292_1	700777	6185562	-23.68577003479	10	2.70209648808289	7.30132543090987	
200.5295_1	700798	6185556	-23.68577003479	10	2.53213966394043	6.41173127770035	
200.5297_1	703268	6176410	-26.341796875	10	4.96750349891663	24.6760910117489	
200.5301_1	716557	6175060	-18.4229736328125	10	5.93699687503815	35.2479318942127	
200.5302_1	716562	6175077	-18.4229736328125	10	5.91677218392181	35.0081930764309	
200.5305_1	700798	6185545	-23.68577003479	10	2.34972961227417	5.52122925079813	
200.5306_1	705880.01	6174340	-11.6880741119385	10	7.20343177422753	51.8894293259508	
200.5351_1	708769	6183959	-52.8090076446533	10	1.12641754364014	1.26881648262028	
200.5353_1	712052.45	6176110.06	-14.2087459564209	10	7.19441299831596	51.7595783903376	
200.5354_1	712076.22	6176130.7	-14.2087459564209	10	7.18440818980369	51.6157210377183	
200.5355_1	712017.45	6176064.99	-14.2087459564209	10	7.23072403898745	52.2833701279909	
200.5427_1	717635	6178112	-29.0666198730469	10	-4.05987739572525	16.4826044683208	
200.5472_1	708702	6181165	-25.1184844970703	10	6.34482276222229	40.2567758840141	
200.5473_1	708928	6181420	-25.1184844970703	10	5.99277053764343	35.9132987168472	
200.5474_1	717112.3	6178681	-29.2815628051758	10	-0.623522423433298	0.388780212524133	
200.5475_1	704026	6178783.5	-27.7032089233398	10	0.387436982242583	0.15010741520924	
200.5492_1	710735	6181650	-16.9282989501953	10	3.77491682052612	14.2499970018911	
200.5493_1	710663	6181534	-16.9282989501953	10	2.78637901954651	7.76390804056896	
200.5494_1	709403	6177836	-32.0341129302979	10	5.00037090531921	25.0037091907629	
200.54_1	716316	6175503	-17.2089366912842	10	6.25620711528015	39.140127469282	
200.5529_1	700893	6185534	-23.68577003479	10	0.910387629837036	0.828805636560296	
200.555_1	703396	6173783	-9.03178024291992	10	6.63668124447632	44.0455379407837	
200.563_1	700859.15	6187272.47	-25.330493927002	10	2.6694985910134	7.12622272742255	
200.569_1	701402	6186244	-24.3259162902832	10	3.86535866159057	14.9409975827333	
200.615_1	710792.65	6183801.26	-25.5130443572998	10	6.65637231537908	44.307292400945	
200.617B_1	708254	6178382	-27.1268157958984	10	6.41915070196533	41.205495734542	
200.620_1	711161.7	6176370.1	-13.7949523925781	10	7.39263396982043	54.6510370117429	
200.657_1	717907	6177041	-26.2542629241943	10	-5.74329843678665	32.985476933996	
200.663_1	714825	6175590	-18.3644638061523	10	6.69163744163513	44.7780116502932	
200.672_1	711899.7	6176822.2	-15.3717708587646	10	6.40886833398966	41.0735933224154	
200.673_1	710017	6174955	-14.4115028381348	10	6.08040191372871	36.9712874324758	
200.685A_1	713088	6180986	-21.1905212402344	10	6.40993279278565	41.0872384080288	
200.689B_1	710731.7	6176012.7	-22.6520938873291	10	7.50141489544829	56.2712254336534	
200.694_1	700983.45	6187347.86	-25.330493927002	10	6.00950049443411	36.1140961926038	
200.695_1	701647	6187344	-27.2921142578125	10	2.3368255242691	5.46075353087557	
200.711B_1	709099	6182457	-24.9781932830811	10	4.85803915028	23.6005443856532	
200.740_1	717463	6173728	-24.9038143157959	10	0.792158701351166	0.627515408126365	
200.764_1	712013	6177392	-14.3767147064209	10	5.84301558399582	34.140831114818	
200.841_1	703105	6183958	-54.5081443786621	10	-0.933590931167602	0.871592026758391	
200.976_1	707091	6173935	-18.9726696014404	10	3.87381089058876	15.0064108160441	
201.10_1	720804	6179785	-38.9428730010986	10	3.45026261417389	11.904312106766	
201.132_1	721451	6177813	-36.283712387085	10	-5.17940599926567	26.8262465052292	
201.133_1	718289	6176092	-25.7303295135498	10	-0.091859927085876	0.00843824620422245	
201.1444_1	721573	6176325	-29.9499549865723	10	-17.9194578965664	321.106971306816	
201.151_1	719804	6176603	-28.0663032531738	10	-2.76779191291428	7.66067207319367	
201.186_1	721813	6176397	-29.9499549865723	10	-8.93950987217522	79.9148367547182	
201.200_1	721186	6181147	-46.1060390472412	10	4.62312040867615	21.3732423131179	
201.202_1	721297	6176608	-28.8319664001465	10	-11.5050924081764	132.367151320679	
201.203A_1	721105	6181425	-46.1060390472412	10	1.11083838367462	1.23396191464485	
201.203B_1	721046.57	6181457.27	-46.1060390472412	10	0.63942002913204	0.408857973655219	
201.2067_1	724473	6176309	-37.4209785461426	10	-1.85734394236755	3.44972652024945	
201.249A_1	721214	6176158	-28.6998634338379	10	-5.86908611355591	34.4461718083348	
201.2817_1	721078	6176111	-28.6998634338379	10	-7.89776735007477	62.374729115907	
201.28_1	721083	6176414	-28.6998634338379	10	-10.239815342308	104.853818244567	
201.3069_1	724174	6175208	-36.6722583770752	10	-3.52252810095215	12.4082042219975	
201.3070_1	724155	6175270	-36.6722583770752	10	-3.79788005933762	14.4238929451143	
201.3077_1	724230	6175073	-36.6722583770752	10	-3.64558477218628	13.2902883311965	
201.3101_1	725004	6176009	-35.067361831665	10	-3.76024506765747	14.1394429688423	
201.318_1	721441	6176958	-28.8319664001465	10	-9.35117773617554	87.444525053545	
201.3664_1	718774	6175108	-28.4912586212158	10	-8.27837419989014	68.5314793934067	
201.3665_1	723360	6179698	-43.5622081756592	10	-0.704464155273437	0.496269746065118	
201.3691_1	721580	6176708	-27.8446788787842	10	-8.80687981647491	77.5611321018332	
201.3702_1	721566.6	6176359.86	-29.9499549865723	10	-11.0342161480368	121.753926001596	
201.3736_1	718761	6174984	-29.9220409393311	10	-6.32332667076874	39.9844601852553	
201.3737_1	718760	6174941	-29.9220409393311	10	-5.97171688892365	35.6614026014559	
201.3738_1	718806	6175107	-28.4912586212158	10	-6.49762691290283	42.2191554992792	
201.3754_1	721973	6175916	-31.0247554779053	10	-8.74247862150192	76.4309324474182	
201.3765_1	721997	6178148	-38.4881591796875	10	-3.33076374380493	11.0939871170454	
201.3772_1	719789	6173626	-27.8800983428955	10	-0.618394845657348	0.382412185135576	
201.3791_1	722114	6178786	-39.0955219268799	10	-2.89568973040771	8.3850190147887	
201.3809_1	721290	6174821	-31.3733177185059	10	-2.23301529457092	4.98635730578766	
201.3811_1	720146	6173634	-30.7786598205566	10	-1.5383462437439	2.36650916564096	
201.3820_1	719159.55	6186628.18	-49.2678298950195	10	3.58051374195065	12.8200786562974	
201.3821_1	721438	6178076	-41.1583976745605	10	-0.153232986007691	0.0234803480008331	
201.3822_1	720118	6176926	-28.5513534545898	10	-7.84894461456299	61.6059315624773	
201.3822_2	720118	6176926	-28.5513534545898	10	-8.74894461456299	76.5440318686907	
201.3823_1	722565	6178031	-37.5818023681641	10	-1.87878205850601	3.52982202336409	
201.3824_1	721506	6176310	-29.9499549865723	10	-11.6031684480286	134.633518033326	
201.3824_2	721506	6176310	-29.9499549865723	10	-10.7931684480286	116.492485147519	
201.3824_3	721506	6176310	-29.9499549865723	10	-10.8031684480286	116.70844851648	
201.3825_1	721479	6176160	-28.6998634338379	10	-9.28750223083496	86.2576976877644	
201.3826_1	721592	6175891	-31.0247554779053	10	-8.32500525432587	69.3057124845533	
201.3827_1	720670.34	6176422.66	-30.9361343383789	10	-8.72384427436867	76.105458923435	
201.3844_1	722259	6175142	-28.2179985046387	10	-6.01020746621323	36.1225937869252	
201.3845_1	720956	6175203	-31.6520404815674	10	-2.82425234728241	7.9764013211302	
201.3850_1	720417	6176493	-30.3792152404785	10	-9.64670692882538	93.0589545706476	
201.3851_1	721169	6176345	-28.6998634338379	10	-9.49165756715774	90.0915633721829	
201.3853_1	721122	6175171	-31.2047023773193	10	-4.18420874856567	17.5076028515735	
201.3860_1	719601	6176867	-28.0663032531738	10	-2.28597816265678	5.22569616014369	
201.3877_1	718577.76	6181419.36	-34.5965633392334	10	7.23734537517187	52.3791680795217	
201.3933_1	722567	6178037	-37.5818023681641	10	-2.56012091360855	6.55421909229588	
201.4760_1	721435	6178066	-41.1583976745605	10	-4.10791142761231	16.8749362971078	
201.4763_1	722280	6178674	-39.0955219268799	10	-3.02111416893005	9.12713082170993	
201.5021_1	722162	6177995	-40.920955657959	10	-3.52483987117767	12.4244961174438	
201.5022_1	721043	6177144	-32.9698791503906	10	-9.84635894102859	96.9507843955737	
201.5072_1	721165	6175999	-30.0243949890137	10	-8.53638832940102	72.8699257103339	
201.5119_1	724086	6176860	-35.5701293945313	10	-2.74419685714722	7.53061639077666	
201.5121_1	724065	6176889	-35.5701293945313	10	0.796932352275848	0.635101174103917	
201.5159_1	723876.29	6182114.2	-35.0918483734131	10	-1.30963254882616	1.7151374129449	
201.5176_1	722579	6176103	-31.2870197296143	10	-6.99790848478317	48.9707231614003	
201.5177_1	722272	6176122	-32.697961807251	10	-6.66253074539185	44.3893159332916	
201.5178_1	721977.33	6176381.85	-29.9499549865723	10	-8.68830999993262	75.4867306549291	
201.5179_1	721971	6176152	-29.9499549865723	10	-7.92125362623215	62.7462590110959	
201.5204_1	725010.47	6175001.98	-37.443172454834	10	-2.3166018852021	5.36664429452193	
201.5206_1	725010.47	6175001.98	-37.443172454834	10	-2.3366018852021	5.45970836993001	
201.5207_1	725010.47	6175001.98	-37.443172454834	10	-2.5666018852021	6.58744523712298	
201.5221_1	724173.79	6175585.63	-37.2332191467285	10	-4.38629070395468	19.2395461395992	
201.5230_1	722983.9	6175062.11	-26.0442409515381	10	-2.97541563457952	8.85309819850024	
201.5231_1	723009.39	6175037.61	-30.126033782959	10	-4.35041160902231	18.926081167916	
201.5232_1	722984.39	6175037.11	-26.0442409515381	10	-4.40156234641109	19.3737510893439	
201.5232_2	722984.39	6175037.11	-26.0442409515381	10	-2.70156234641109	7.29843911154621	
201.5247_1	725528	6175394	-36.0149078369141	10	-2.46640207841873	6.08313921242824	
201.5248_1	725503	6175349	-36.0149078369141	10	-2.82044141155958	7.95488975604021	
201.5249_1	725593	6175359	-36.0149078369141	10	-2.12960991470099	4.53523838879274	
201.5250_1	725543	6175319	-36.0149078369141	10	-3.32294231747866	11.0419456452904	
201.5251_1	725628	6175314	-36.0149078369141	10	-2.27057307928085	5.15550210835494	
201.5252_1	725578	6175289	-36.0149078369141	10	-2.36113668077469	5.57496642529971	
201.5253_1	725548	6175394	-36.0149078369141	10	-1.99496862028122	3.97989979590675	
201.5254_1	725573	6175374	-36.0149078369141	10	-2.45831478269577	6.04331157082055	
201.5259_1	725623	6175249	-36.0149078369141	10	-2.54445277905607	6.47423994484617	
201.5260_1	725653	6175284	-36.0149078369141	10	-1.71977458544254	2.95762462473407	
201.5261_1	725688	6175324	-36.0149078369141	10	-1.36185602639198	1.85465183662016	
201.5262_1	725718	6175359	-36.0149078369141	10	-1.59643268464088	2.5485973165897	
201.5293_1	718468.05	6182308.04	-30.6033058166504	10	6.62747097279462	43.9233714952353	
201.5295_1	720864	6175145	-31.6520404815674	10	-3.301767069664	10.9016657823176	
201.5296_1	725661	6179627	-38.3992233276367	10	-3.26144181340694	10.6370027022392	
201.5297_1	725534	6179702	-38.3992233276367	10	-3.74278050483704	14.0084059073882	
201.5298_1	725537	6179694	-38.3992233276367	10	-3.64882685560226	13.3139374221643	
201.5299_1	725555	6179680	-38.3992233276367	10	-3.61080648493767	13.0379234716679	
201.5300_1	725596	6179643	-38.3992233276367	10	-3.09740049332619	9.59388981605731	
201.5301_1	725641	6179621	-38.3992233276367	10	-3.24531953802586	10.5320989038924	
201.5302_1	725613	6179658	-38.3992233276367	10	-3.20745416442871	10.2877622169111	
201.5303_1	725556	6179610	-38.3992233276367	10	-3.46778408508301	12.025526460755	
201.5304_1	721649	6176216	-29.9499549865723	10	-10.8369682704163	117.439881294009	
201.5311_1	721311	6176597	-28.8319664001465	10	-15.6870755133457	246.084338161411	
201.5312_1	721247	6176815	-28.8319664001465	10	-12.3152075497341	151.664336993028	
201.5375_1	723177	6176206	-32.459415435791	10	-6.35752929407501	40.4181787250219	
201.5379_1	720151	6176691	-28.5513534545898	10	-6.8650104144268	47.1283679901885	
201.5417_1	723511	6175133	-34.2659759521484	10	-1.47142005424404	2.16507697603154	
201.5418_1	723517	6175126	-34.2659759521484	10	-1.45914620648956	2.12910765191288	
201.5433_1	720431.35	6176536.85	-28.5513534545898	10	-10.04198165654	100.841395590286	
201.5668_1	720664	6178278	-41.2153778076172	10	-7.81175088659668	61.023451914244	
201.5675_1	720696	6178522	-41.5961170196533	10	-3.61812974920654	13.0908628820934	
201.5684_1	722008	6178123.7	-38.6698398590088	10	-5.84872824313978	34.207622062101	
201.5692_1	721128.4	6177384.6	-32.9698791503906	10	-12.2665713523319	150.46877274185	
201.5703_1	723543	6176657	-35.0938930511475	10	-2.0871650874157	4.35625810212697	
201.5710_1	725666	6174153	-37.4041061401367	10	-3.06804114472961	9.4128764657538	
201.5711_1	725690	6174161	-37.4041061401367	10	-3.67624607141495	13.5147851775938	
201.5712_1	725749	6174317	-37.4041061401367	10	-2.87262555085468	8.25197755542317	
201.5713_1	725786	6174352	-37.4041061401367	10	-4.02984545409775	16.2396543839123	
201.5714_1	725813	6174349	-37.4041061401367	10	-3.87116839851952	14.9859447696962	
201.5715_1	725850	6174331	-37.4041061401367	10	-3.18524877266884	10.1458097437883	
